246,Ethinyl estradiol / levonorgestrel,Birth Control,"""This is the first and only birth control medication I ve been on. I ve been taking it a little over 2 years now. I ve had no side-effects besides EXTREMELY low sex drive. I ve never had a particularly high sex drive but now it s nonexistent. I haven t had any of the headaches or mood swings. There was a mild increase in my acne but I m also a college student so I don t particularly lay all the blame on the pill. Overall, it does it s job but I would caution potential takers with low libido.""",8,05-Nov-12,TARGET,1640 NORTH MAIN STREET,93906,831-442-2961
247,Ethinyl estradiol / etonogestrel,Birth Control,"""The first month was bad. Breakthough bleeding.. cramping and bloating.. mood swings. But the second month was perfectly fine. I m going onto my 3rd month now. Once my body got used to it everything was perfect. I love not having to remember to take a pill each day! This is so easy!""",9,25-Dec-12,CVS - 9320,686 LIGHTHOUSE AVENUE,93940,831-655-5404
248,Clomiphene,emale Infertility,"""My experience with Clomid has been wonderful. It really works. Just last month I was prescribed 50mg of Clomid after trying to conceive for over a year with PCOS and had taken Metformin up to 2,000mg a day. Just last week I got a positive on two home pregnancy test and a positive on a lab blood draw. Baby dust to all :) Don t stop believing.""",10,16-Jun-15,CVS - 9802,2170 FREMONT STREET,93940,831-373-6134
249,Clotrimazole,Oral Thrush,"""I took 2 rounds of Mycelex Troche lozenges, 10 days each, 5 lozenges per day. I still have a raw area on inside of lower lip and do not feel &quot;cured.&quot; I am going to ask my Doctor to try Diflucan next. I take a probiotic daily, a multi-vitamin and eat yogurt, yet this has never resolved.""",2,30-Jan-16,TARGET,2040 CALIFORNIA AVENUE,93955,831-583-9110
250,Topiramate,Migraine Prevention,"""My boyfriend of 8 years took this medication for migraine for a year and ahalf. It was great for his migraine but hell on his personality and character as a person. This medication made him confused, unable to make decisions, angry because he was confused. He became argumentative with me , coworkers, and family members. Every task he took on was filled with confusion and his ego. In 8 years I never seen him be so cold ..he was not the same person. I thought his behaviour was cause from some other medicine so I convince him to stop. Then the behaviour continued..after reading on this medicine I convince him to drop it. It had been 3 weeks since he took the medication and it s like night and day.  He is slowly returning to the man I know.""",6,21-Sep-16,JACKS DRUG STORE,121 TUNSTEAD AVENUE,94960,415-454-1451
251,Etonogestrel,Birth Control,"""This implanon has been the worst birth control I have taken. I ve had terrible breakouts, non stop spotting , loss of libido , and it s causing me to get agitated over ever my little thing. This birth control has caused me to fight with my boyfriend every single day and has slowly been pushing us apart. I m ready to get this thing the hell out of me.""",1,08-Nov-15,CVS - 3056,2293 H DELA ROSA SR STREET,93960,831-678-5100
252,Ambien,Insomnia,"""I have been prescribed Ambien for 3 years now, I used to take Xanax along with it so I never truly got to experience the hypnotic effects of Ambien on its own. Now I take it by itself and its a powerful medication. It can cause my appetite to get out of control, also  I had a major problem when I drank alcohol with it . My parents came home to find me, putting all my clothes in a suitcase I found somewhere in the house, a loaf of sliced bread spread all over the house and the yard, and me yelling at them for making my friends leave the game early, what the hell I was doing or talking about I still have no idea. So yes, don t drink and take Ambien in the course of a night because it leads to some bizarre activities. But all in all as a sleep aid it s great.""",10,14-Nov-15,REEDSPORT PHARMACY,1409 HIGHWAY 101,97467,541-271-3631
253,Vyvanse,ADHD,"""56 yrs old. Tried Ritilin 15 years ago but stopped halway thru my first prescription because there was an edginess for me. 
I ve experienced too many jobs and excuses since then so i ve just started on Vyvance. Its just four days but my mind is focussed, not hyper just comfortably clear. I m very happy to be so productive. Eating well, sleeping well. I will add an update in a month.""",8,06-Jul-15,CVS - 7945,2000 TOWN CENTER PLAZA,95691,916-375-8900
254,Fluorouracil,Actinic Keratosis,"""On day 17 of 25 day Efudex fluorouracil 5% cream treatment on entire face, once a day, in the morning.  Redness started on day 5 and now I am very red, face feels tight and dry.  Some slight itchiness but not too uncomfortable. Bottom lip feels chapped. Face looks awful.  Use cortisone cream at night.  Fair skin, never tan, only sunburn.""",10,18-Oct-16,ACCREDO HEALTH GROUP,3069 RESEARCH DRIVE,94806,510-223-1360
255,Genvoya,HIV Infection,"""Ok this is my third review. I can say nothing more that thanks god and new advance medicines. I am in the 3 month and I could not be happier.  Energy levels back to normal. I feel great. No side effects and my labs are great. My doctor forgot to tell me the numbers but from 300000 copies to undetectable I don&rsquo;t know my cd4 but my doctor was so pleased that he informed me you only have to come every 6 months so my next appointment February 2018 I feel human again and I keep forgetting I am HIV positive. Good attitude and awesome times ahead I am 40 very happy""",10,24-Sep-17,SILETZ COMMUNITY HEALTH CLINIC,107 SOUTHEAST SWAN AVENUE,97380,541-444-1030
256,Tramadol,Pain,"""Just recently prescribed Tramadol 50 mg and it has been the miracle medicine for my osteoarthritis pain.  The very first dose &amp; I was able to move without any issues.  I am only 42 yrs old and fear being crippled due to this nasty disease.  I am hoping this medicine will continue to work for me.  Hydrocodone 5-325 just wasn t cutting it for me anymore, needed something stronger as the pain was getting truly unbearable.  I would recommend others to try it.  I ve read a lot of reviews and have seen mixed reviews but for the most part others are happy with the results like myself.""",9,01-Aug-14,PHARMACY CARE CONCEPTS,7720 LORRAINE AVENUE,95210,209-957-8787
257,Tessalon Perles,Cough,"""I was hesitant to take this, but a persistent cough and chronic bronchitis that was well into week 9 left me little choice.  I am typically sensitive to most medications.  Especially stimulants which is why I was so hesitant.  However - I noticed a near immediate suppression of my coughing attacks which would leave me breathless and gasping to the point I was almost vomitting.  It took about 30 mins but I noticed it, and will be taking this again in the future if I have an option to!""",9,04-Jan-15,SENTER PHARMACY,2643 SENTER ROAD,95111,408-287-4899
258,Asenapine,Bipolar Disorde,"""Last night was my first time to take Saphris. I woke up in a great mood, I m not moody at all. It seems to be working but it s only been one day. I have tried every kind of medicine out there and nothing has worked so hopefully this one will. I had no hang over this morning I feel great. I haven t felt like this in years. Thank you to the makers of this medicine. It seems to work!""",10,24-Jun-11,OAK TREE HEALTH MART PHARMACY,2940 COMMERCIAL STREET SOUTHEAST,97302,503-585-2877
259,Gabapentin,Anxiety,"""I was prescribed this for Anxiety never should have had such strong medication for that as it controls seizures and brain injurys. My physical health&amp; nerves were fine before this. Nuerontin destroyed the nerves in my hands&amp; feet&amp; gave me Peripheral&amp; Axonal Neuropathy. Ironically its used to treat these nerve conditions but because my nerves were fine before taking it,It did the opposite and destroyed the nerves in my hands&amp; feet destroying my life. Have been disabled 8 yrs for trusting my Dr and the damage is irreversable. Drs shouldn t use patientz as guinea pigs and pharmaceutical companies should not  e allowed to give medication not intended for medical conditions.I have lost 8 yrs of my life due to this medication and am not diabetic.""",1,24-Nov-16,RALEY S - 306,4255 MORADA LANE,95212,209-956-9444
260,Adipex-P,Weight Loss,"""I started taking Adipex 37.5 on May 29th, my first time taking this medication but I can t seem to lose any of my weight gained from my second pregnancy. I tried dieting, exercising and nothing happened. My current weight when I started was 248 and the first day taking this I felt like If I started moving I wouldn t be able to stop. The energy it provides was amazing. So far the only side effects I ve had was dry mouth. Starting to get a little constipated but I knew that was a possibility so I m prepared for it.  I weighed myself today and I m down to 241. I haven t changed my eating habits and I try to stay active for at least 30 minutes a day. I m hoping to lose between 50-70lbs.""",8,03-Jun-15,KAISER PERMANENTE CAMPBELL MEDICAL OFFICES,220 EAST HACIENDA AVENUE,95008,408-871-6338
261,Ethinyl estradiol / levonorgestrel,Birth Control,"""I m 18 and this is my first time being on birth control so when I read all the horrible reviews on Lutera I was really worried. But it s been about a week now and I can definitely say that I love it so far! Haven t had any side effects besides really bad nausea on the second day of the pill. But everything was fine after that. Haven t experienced any mood swings, decrease in sex drive. I ve noticed that my appetite did increase just a little and my breasts have been more tender than usual.""",10,02-Oct-13,KAISER PERMANENTE TANTAU PHARMACY,19000 HOMESTEAD ROAD,95014,408-366-4247
262,Suprep Bowel Prep Kit,Bowel Preparation,"""Overall experience is ok. My mix: refrigerated suprep, slightly chilled water, ginger ale. Drink as fast as you can.  After gulping down as much as you can simply suck on a lemon to get rid of the taste.  Continue process and it ll be over quickly.  The second bottle in the morning is tougher.  Might be because your stomach is not expanded and chugging the solution plus two more 16oz bottles of water is really filling.  It started working for me 20min after drinking.  Be sure to get wet wipes.  BTW there s no pain with the bathroom part of it, not like an upset stomach, it takes surprisingly little effort for the bowel movement.  Good luck""",8,23-Jul-15,KAISER PERMANENTE MARTINEZ MEDICAL OFFICES,400 MUIR ROAD,94553,925-372-1038
263,Prenatal Plus,Vitamin/Mineral Supplementation during Pregnancy/Lactation,"""I must admit there were times I was constipated but take into consideration that constipation is NORMAL during pregnancy! This prenatal is one of the best in my opinion and at 27 weeks my healthy baby girl is kicking like there s no tomorrow! No problems thus far, just a healthy baby and pregnancy to show for it.""",10,04-Oct-11,OWENS HEALTHCARE - RETAIL PHARMACY,1002 PLACER STREET,96001,530-244-8600
264,Keflex,Bacterial Infection,"""I took it for a bacteria in my urine and right now I have no more pressure when I have to pee and no more smell in the urine. I am happy again. Thanks Keflex""",9,26-Mar-15,PACIFIC COMPOUNDING PHARMACY AND CONSULTATIONS,312 LINCOLN CENTER,95207,209-474-7271
265,Vitamin D2,Vitamin D Deficiency,"""After years of chronic pain and depression that responded to nothing I finally asked for a Vitamin D blood test. BINGO. Low normal is 40 - I was a 4. After 8 weeks of once a week doses of 50,000 units, and a daily dose of 2000 units, I am feeling better than I have in years! I live in AZ - low D can happen anywhere!""",10,18-Oct-09,SAFEWAY,1900 WOODLAND DRIVE,97420,541-266-7542
266,Flexeril,Sciatica,"""I have taken this medcation for years. When my sciatica acts up, I take two and Aleve and go to bed, within a few hours I start feeling better.  It is not a pain killer--it is a muscle relaxer.""",9,24-Dec-12,SAFEWAY,1735 VIRGINIA AVENUE,97459,541-751-7006
267,Viibryd,Depression,"""I have had major depression or Treatment-resistant depression for 19 years. I have tried every medication.  I have tried every combination of medications and coming up in September I will have had done ECT for three years.  I started Viibryd 5 weeks ago and it has been amazing I feel like I am living, which is really strange to say! I feel like I have a future and I and so excited about it! It is to early to say if this medication will continue working for me but I really hope it does and it is an incredible feeling.""",10,20-Apr-12,OMNICARE OF LODI,850 SOUTH GUILD AVENUE,95240,209-333-4900
268,Lysteda,Menstrual Disorders,"""I can sleep through the night. No more getting up twice to just let it all out and clean up the mess. No more running to the bathroom every two hours because I m leaking through. I love this.""",10,12-Jul-13,SAFEWAY,14840 HIGHWAY 4,94505,925-626-6011
269,Topiramate,Migraine Prevention,"""If I had to base my rating on migraine prevention alone I would have to rate it a 10. My migraines were pretty much none existent while on Topamax. HOWEVER, I had extreme side effects: taste change, extreme mood &amp; behavior change, tingling fingers/toes/lips, dizziness, vomiting, and increased eye pressure. I had to be taken off of it and put on Elavil. Like I said, as far as the migraine prevention it was perfect but it came with a price that my doctor and I thought was not worth it.""",4,28-Nov-09,ENBORG LANE PHARMACY,2221 ENBORG LANE,95128,408-885-4100
270,Omnicef,Otitis Media,"""My 11 month old was treated with Omnicef for ear infection but it did not work.  No side effects, just ineffective for her.""",1,13-Apr-09,CARIBBEE CENTER PHARMACY,2887 SENTER ROAD,95111,408-629-0106
271,Augmentin,Skin or Soft Tissue Infection,"""This med was given as a result of a deep gouge from a dog nail. Healing was not occurring after 4 weeks including a trip to a ambulatory care. My doc said they treated it incorrectly. He prescribed this. I have an appointment at the wound center Tues.  Dr also said it needed debriding. After 5 days I see no improvement. If anything the area is more red and sore.""",2,03-Sep-17,WALGREENS - 324,216 WESTLAKE CENTER,94015,650-756-4535
272,Pentasa,Crohn s Disease,"""I had surgery removing 6&quot; of my small intestines. In Dec. 2013 was diagnosed with Crohn s disease, I have been taking Pentasa for about 3 months, since Jan. 2014. It has really helped me but I am losing handfuls of hair every day. I am also having dizzy spells. The hardest side effect to deal with is, every time I have a bowel movement, I have terrible itching inside my rectum. Otherwise I haven t noticed any other side effects yet.""",10,11-Mar-14,FRUITVALE AVENUE PHARMACY,2693 FRUITVALE AVENUE,94601,510-261-1412
273,Zofran,Nausea/Vomiting,"""i was prescribed to this medicine for morning sickness. I never vomit but always feel nauseated. It only works for me sometimes. Sometimes I feel like a million bucks..other times its like I didnt even take any medicine""",7,21-Feb-10,COSTCO,3130 KILLDEER AVENUE SOUTHEAST,97322,541-918-7042
274,Kapidex,GERD,"""I had a severe allergic reaction to this medication. Hives on the trunk of my body. The palms of my hands and the soles of my feet had severe itching.  The itching was also in my throat and ears.""",1,10-Jun-09,EMERALD VALLEY COMPOUNDING PHARMACY,375 HOLLY STREET,97448,541-998-5496
275,Serzone,Depression,"""I started taking this drug for chronic daily headaches in 1999.  Turns out they were caused by stress &amp; serious depression.  The Serzone was a miracle drug for me!  I saw the world so much more clearly and without the negative lens.  My headaches were gone (turns out it actually has a patent for preventing migraines!).  I was on it for 8 years until I moved to a new city and had trouble finding doctors to write for it.  So I was off it the last two years, and my doctor had me on awful Depakote instead.  I hated it!  I found a doctor this week to put me back on Nefazodone (Serzone).  I look forward to ramping up the dosage and feeling alive again!  It was a great drug for me without sexual side effects, which is important to many men.""",10,17-Dec-09,ALBERTSONS-SAVON - 570,2000 MARCOLA ROAD,97477,541-746-9424
276,Ethinyl estradiol / norgestimate,Birth Control,"""This pill did horrible things to me. I felt nauseous constantly and experienced severe anxiety. So much so, that I could not leave the house without crying. I was depressed and gained 8 pounds. All of this in less than a few months. I finally went off Tri Sprintec when I realized that it was causing me these side effects. Absolutely terrifying experience.""",9,31-Aug-15,RITE AID - 5364,5452 RIVER ROAD NORTH,97303,503-393-8950
277,Zoloft,Depression,"""I ve been all over the place in my head. It calms me down some but not a lot. Plus I ve been gaining weight, I ve been sick, headaches, itchy, and so much other stuff.""",4,25-Jan-17,TARGET,6450 KEIZER STATION BOULEVARD NORTHEAST,97303,503-856-0614
278,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,Urinary Tract Infection,"""I have interstitial cystitis have taken hyophen on three separate occasions (1-4 days at a time) and it only helped once.  My bladder felt painfully full even immediately after urinating and it helped  the second time I took it for a few days before my bladder calmed down.  The other two times it did nothing.  Very similar symptoms but no relief.  I don t understand and just want some help.""",2,04-Nov-17,PILL BOX PHARMACY - SILVERTON,302 NORTH 1ST STREET,97381,503-873-6321
279,Diphenhydramine,Insomnia,"""This is pretty much ineffective for me.  I lay in bed for over an hour trying to sleep and if I do happen to fall asleep I wake up many times throughout the night.  I guess I need something stronger.""",3,11-Feb-09,WALGREENS - 6530,1700 PACIFIC BOULEVARD SOUTHEAST,97321,541-926-5214
280,Minocycline,Rheumatoid Arthritis,"""A week into taking this medication I was vomiting, couldn t sleep, dizzy, water blisters, falling, sense of daydreaming""",4,20-Mar-17,RITE AID - 5372,333 WESTFIELD STREET,97381,503-873-2460
281,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,"""I ve used this product before, I always get yeast infections when I have to take antibiotics, but OH MY GOSH!!!! MY VAGINA IS ON FIRE I SWEAR, I cried for an hour and screamed into my pillow. I can t sleep and I have an ice pack between my legs. My stomach hurts so bad!!! This is worst then the yeast infection it s self. I really hope it works, I also hope this melatonin kicks in soon so I can just pass out. I should have just gone to the doctor because I m in so much pain.""",2,29-Mar-16,COSTCO,1010 HAWTHORNE AVENUE SOUTHEAST,97301,503-371-8739
282,Pitocin,Labor Induction,"""They used Pitocin to induce all of my three labors.  It was effective right away...I dilated very quickly and experienced no side effects.  Very happy with it!""",10,15-Aug-14,WAL-MART SUPERCENTER - 3239,2659 OLYMPIC STREET,97477,541-744-3085
283,Levonorgestrel,Birth Control,"""I have had this for about 5 months now.. I had NO IDEA others were going through the same things I am... I am tired, moody and have gained about 25 lbs.. I have been working out more and couldn t figure out what was going on until now. I am dry during sex, not in the mood most of the time. Acne has been pretty bad, didn t know why that was either (don t usually have acne). For a few weeks now my body feels like it is pregnant. The moods, tired, etc.... but all tests say not pregnant. It makes me uncomfortable to have so many things going on.""",1,07-May-10,WAL-MART SUPERCENTER - 5424,11500 HANNON ROAD,97524,541-826-2670
284,Pyridostigmine,Myasthenia Gravis,"""I ve been taking this medicine for about a year and half and it works.  When it starts to wear off the weakness comes back. I m happy to put up with a few of the side effects.""",8,12-Jun-11,ELM STREET PHARMACY,1010 7TH AVENUE SOUTHWEST,97321,541-812-5071
285,Naprosyn,Back Pain,"""Made a big difference in my hip and knee pain""",9,28-Aug-12,SERVICE DRUG HEALTH MART PHARMACY,1204 NORTHWEST 6TH STREET,97526,541-476-8224
286,Elocon,Psoriasis,"""I have had psoriasis for 17  years and have had many visits to the specialist. Although my psoriasis is not what they class as severe it effects my world in a severe way as it is on visual parts of my body that are difficult to hide (especially in summer). Elocon was the first ointment to take the red appearance from the psoriasis and also make some areas look normal again. It has lost its inflammatory appearance and is lessoning in size. I would highly recommend others to give it a go. """,8,02-Oct-08,WILLAMETTE VALLEY CANCER INSTITUTE AND RESEARCH CENTER,3377 RIVERBEND DRIVE,97477,541-741-3451
287,Clindamycin,Skin or Soft Tissue Infection,"""I have an abscess on my jaw and I ve been on clindamycin for 3 days(450 mg 3x per day) the abscess was originally about 2&quot;x2&quot; and just under my skin. I have been using hot packs as well as following my prescribed dose of clindamycin and in 3 days time most of the swelling has gone down and the abscess is bout half of the size of originally was. I m only giving it an 8 because I haven t finished the 7 day script yet but I m hoping things will continue to heal up and go down and will be mostly or all the way gone but so far it seems the clindamycin is working well for me.""",8,09-Jan-17,WAL-MART SUPERCENTER - 1772,3600 WASHBURN WAY,97603,541-885-6968
288,Pazopanib,Soft Tissue Sarcoma,"""I was diagnosed with stage 4 Leiomyosarcoma 7/16/2013. Tumors in my stomach, liver, and a few affected lymph nodes. Had surgery and removed 40% of my stomach on 8/30/13. Surgery was a success. I Underwent 4 1/2 months of chemo with minimal shrinkage to existing tumors but did stunt the growth of the tumors. At that point my tumors were considered inoperable. Started Votrient  2/14, just found out my tumors have shrunk enough on my liver to be operable. Liver Surgery scheduled 10/14. So happy, praying Votrient is our miracle. Good luck to others with my condition.""",10,26-Sep-14,BI-MART - 620,100 GATEWAY BOULEVARD,97424,541-942-9107
289,Skyla,Birth Control,"""So I got my skyla inserted and it was honestly the worst pain of my entire life. My doctor had told me that I would feel some cramping but during and especially after I could not even breathe. I sat up after it was over and started sweating, my ears started to ring and I then passed out! When I woke up I was in the worst pain I have ever felt. I drove myself to the doctor but I had to have someone come get me because I couldn t even stand up. The rest of the day I had extreme cramping. Still debating on whether to take it out or not because it doesn t feel comfortable.""",1,07-Mar-17,KMART,3100 PACIFIC BOULEVARD SOUTHEAST,97321,541-812-0793
290,Denosumab,Osteoporosis,"""After getting my 2nd Prolia injection, I ve had the worst 4 months of my life!!  Within a couple weeks, I went from a very young 70 yr old to a 90 year old woman.  My back and hips have been so painful, that I have to wear a stiff back support to be able to move.  Even with this, I can t stand up straight. I am awakened at night because of the pain and I can t turn over in bed.  I am constantly achey and tired.  Before Prolia, I was extremely active.  I worked with a personal trainer twice a week for six months, before the 2nd injection, but now, I have probably lost all the muscle, strength and flexibility I gained.  I put my gym membership on hold, until I can move, again, without pain. Prolia is the worst!!!!!""",1,27-Jun-16,WALGREENS - 9650,699 WALLACE ROAD NORTHWEST,97304,503-428-5073
291,Bisacodyl,Constipation,"""Do not take this if pill but  if you do take just one!""",10,16-Dec-16,WAL-MART - 2315,321 NORTHEAST KINGS VALLEY HIGHWAY,97338,503-623-5091
292,Paxil,Anxiety,"""I started to get anxiety and panic attacks when I was 24. I am now 30. I have tried multiple of medication for anxiety, bi-polar,depression etc... I was getting the racing thoughts but worst of all was the womp feeling you get it s hard to explain. I was on benzo as well and nothing helped me. Psychiatrist, group talk but your the only one who knows what you feel others do not understand it. I have always been a deep person and would think way to much. I got out of that stage on my own. Trust me it sucks i still get &quot;crazy&quot; but on Paxil it really helped me I only take Paxil nothing else. You name it I was on it schizophrenia meds as well. I understand when people say I can t get up I can t go out. Just try it all are different!""",10,26-Oct-16,FRED MEYER,2855 BROADWAY STREET NORTHEAST,97303,503-391-2433
293,Methotrexate,Psoriasis,"""I live in the UK &amp; have had plaque psoriasis for 20 yrs. After various lotions, UVB &amp; PUVA, my knees &amp; elbows became infected and I could hardly walk or sleep with the discomfort. As I also have depression, my dermatologist decided on prescribing methotrexate as my quality of life was so severely affected. I take 15mg tablets once a week, within a month it had all but gone, &amp; has remained that way. It has been a year since I started, it s such a relief not to think about my knees all the time! I also take folic acid, &amp; the skin on my face has become quite oily, but it s definitely worth it. I ve recently noticed the few patches I have left are beginning to increase in size, but I hope this improves with the arrival of summer!""",9,06-May-14,SAFEWAY,1540 MAIN STREET,97386,541-367-0675
294,Sprintec,Ovarian Cysts,"""Before switching to Sprintec, I never had an ovarian cyst before. After starting Sprintec about 4 months ago, I wound up in the hospital 3 times for severe abdominal pain which turned out to be ovarian cysts. 
For everything else, this birth control is great and I have no complaints. But the cysts gotta go, so do these pills.""",3,18-Jan-15,CVS - 9945,825 1ST STREET,95020,408-842-0367
295,Etonogestrel,Birth Control,"""I got this for the same reason as everyone else, because I hate taking the pill. I must say I give it a 10 for birth control considering I m constantly on my period, so I can t have sex anyway. It s been three months that I ve been on my period, and the constant bleeding caused a bacterial infection which then led to problems with UTIs. I am miserable, but my doctor made me sign an agreement saying I couldn t get it removed because of period problems, so now I m stuck. I would not suggest this product to anyone who plans on having sex in the next six months or doesn t want to pay to constantly buy pads or tampons. It is becoming expensive and not worth all of this hassle.""",1,23-Oct-13,CVS - 9805,1720 SOUTH BASCOM AVENUE,95008,408-371-2055
296,Ciprofloxacin,Kidney Infections,"""I was given this medicine to prevent a kidney infection while having a kidney stone pass. It worked and didn t have too many side effects. I would recommend it.""",10,09-Nov-10,SORCI PHARMACY,15714 LOS GATOS BOULEVARD,95032,408-356-4747
297,Levonorgestrel,Birth Control,"""I am a 42 year old mother of 1. I had Mirena inserted in 2007 after I was done breast-feeding. I absolutely LOVED Mirena until recently. I didn t have to remember to take the pill daily and I felt it was the best way to prevent another pregnancy. A couple of months ago, I had a new one inserted after months of my husband complaining about the strings poking him. I don t know what made me look into it, but I realized that over the past 4 years I have gained over 35lbs.,my sex drive is almost non-existent, I am often dry during intercourse. I want to run to the ObGyn, but have to wait until next week to it removed. If you get one, be aware of your body s response to it following insertion.""",3,07-Nov-11,GARDNER SOUTH COUNTY HEALTH CENTER,7526 MONTEREY STREET,95020,408-848-9400
298,Adipex-P,Weight Loss,"""These are all  fake commants for sure""",1,23-Jan-16,FARMACIA REMEDIOS,272 EAST SANTA CLARA STREET,95113,408-279-4300
299,Liraglutide,Weight Loss,"""Hi everyone! I started taking Saxenda 10 days and have already lost about 8 pounds. The first night I was very nauseous, but it hasn t been as bad. My appetite has become virtually non existent. I eat maybe a forth of what I used to eat, but I m loving the results already. I ve been on Metformin for almost 10 years and it s never done what this medication has. I m on my way to my goal weight!""",10,07-Jul-17,LUCKY SUPERMARKETS - 759,129 BERNAL ROAD,95119,408-578-2295
300,Buprenex,Pain,"""I started Bupernex for pain 10 years ago, and it has been a life saver to me. I tried pain pills and they did not come close to giving me good pain relief.
Subutex and Suboxone are only approved for detox. 
Bupernex Injection is just approved for pain relief. Bupernex gave me back some quality of life back. No pain pill, lasted long enough or came close to relieving the pain like Bupernex. It does not give you constipation at all.""",10,16-Jun-11,COSTCO,1709 AUTOMATION PARKWAY,95131,408-678-2159
302,Implanon,Birth Control,"""LOVE IT! No complaints.""",10,23-Nov-10,CVS - 9987,1798 MIRAMONTE AVENUE,94040,650-969-6293
303,Benzoyl peroxide / erythromycin,Acne,"""I was prescribed this gel for a reaction to an antibiotic called Cirpoflaxacin that caused severe redness in my skin. I used it three times a day for five months and now have almost completely restored my skin back to its original clarity. I was taken off the gel after it was discovered I had psoriasis versus what doctors had initially diagnosed. 

Persistent usage of this antibotic is imperative for skin clarity. I noticed no improvement in my skin color/inflamatory symptoms until after a month of usage.

My only complaint is that the gel was painful to apply. It stung like a bee sting every time I applied it, often times worse if my skin was really inflamed.""",8,30-May-17,LUCKY SUPERMARKETS - 758,565 WEST CAPITOL EXPRESSWAY,95136,408-267-6828
304,Metronidazole,Giardiasis,"""I m 4 days into a 7 day treatment for suspected giardia - 400mg 3 x per day. 46 yrs old. No previous giardia or metronidazole. 
Giardia symptoms started improving within 48hrs. Nausea gone. Stomach pain gone. Diarrhea gone. Low fever gone. But these pills really knock me down. About 40 mins to an hour after taking the pill, I get tired, jaded, thick headed for 2-3 hours. Anxiety too. 
I m really looking forward to finishing the course. And I really hope they work!""",5,04-May-17,NAM PHARMACY,804 EAST JULIAN STREET,95112,408-295-6111
305,Qsymia,Weight Loss,"""I have been on Qsymia for about 20 days and I have lost 12lbs. (I m 5 11, 200lbs to start, now at 188lbs). I have played sports my entire life and recently quit, so the fact that I am still losing weight without as much exercise is amazing (Waitressing and housecleaning in college keep me active). I normally wouldn t take the time to write a review like this but I am so surprised by the results. My appetite is gone. I don t even realize that I haven t eaten since breakfast until I find myself wanting a nap around 4pm; then I ll remember I forgot to grab lunch! This NEVER happened before Qsymia. Long story short, I would recommend this 100%. Feel free to ask any questions!""",10,03-Nov-16,PHAM ANHS PHARMACY,527 EAST SANTA CLARA STREET,95112,408-947-7900
306,Lexapro,Depression,"""I have been on Lexapro for over 4 yrs after going into a deep depression after several traumatic life experiences. I am very grateful for Lexapro and my therapist (who helps me with coping techniques.) After being on Lexapro my family has told me they are not sure how to take the new me. When I was upset I would have anxiety attacks and black out. When I was angry I was uncontrollable sometimes even physical with my love ones. The sad part is I did not even know they were happening or happened until they told me. I wish I had gotten help sooner but now I am grateful and blessed for Lexapro and therapy. Every medicine is not right for everyone so you need to find the one that fits you along with therapy.""",8,06-Nov-09,COSTCO,2440 DANIELS STREET,95337,209-825-8209
307,Lyrica,ibromyalgia,"""Definitely a lot less overall body pain. A little dizzy and sleep but benefits outweigh the side effects.""",9,26-Feb-13,COSTCO,1601 COLEMAN AVENUE,95050,408-988-0565
308,Trintellix,Depression,"""Does cause mild nausea at first and also when changing doses but I take it night and usually slept right through it, it only lasts an.hour or so. Other than that I love it. I was feeling hopeless, stressed, accussing my boyfriend constantly of being negligent. I was taking prozac before and it worked but made me tired and I blacked out when I drank. With brintillex I skip it if I drink and have plenty of energy and no issues. I felt good just a couple days after taking it but that subsided then a couple weeks later the &quot;cloud&quot; of depression just sorta lifted.""",9,31-Oct-15,WALGREENS - 2265,1130 BIRD AVENUE,95125,408-295-7768
309,Metronidazole,Diverticulitis,"""Its ironic that Flagyl used to be given to alcoholics so they couldn t absorb alcohol in the liver causing terrible discomfort. Both meds Cipro and Flagyl work very well. Just take them separately and with some yogurt.""",10,12-Dec-14,WALGREENS - 840,1334 SARATOGA AVENUE,95129,408-249-7333
310,Klonopin,Anxiety,"""I have suffered with anxiety and panic attacks since I was 7. I m currently 33 and just discovered Klonopin. I was on Paxil for 12 years and it was a miracle pill until I built tolerance to it and it stopped working. I ve recently switched to Zoloft and it s been a rough road. However my psychiatrist put me on klonopin to help ease the anxiety and it has been amazing. I only need .25 mg 2 to 3 times a day, but it gave me the ability to function. Even with withdrawal from Paxil and start up side effects from Zoloft, I can still keep my head straight. Anxiety and panic are dibilatating and when I weigh my options, I d pick klonopin everytime.""",9,10-Jul-15,WALGREENS - 842,350 NORTH CAPITOL AVENUE,95133,408-259-9200
311,BuSpar,Anxiety,"""I was prescribed this drug for anxiety I took it home and managed to take it for 2 days but immediately noticed severe insomnia that after two days made me stop taking it. On top of the inability to sleep despite feeling tired I had absolutely zero appetite. In the little over 48 hours I had only managed to eat a handful of cherries... 
However when I was on the drug I did notice less irritability and increased fatigue which I attributed to not sleeping or eating.""",3,24-Jul-17,WAL-MART - 2280,600 SHOWERS DRIVE,94040,650-917-0878
